Brent_Oil,DollarIndex,Ind_Prod,Fed_Funds,Total_AutoSales,DollarIndex_1W_Chg,DollarIndex_1M_Chg,DollarIndex_1Q_Chg,Real_GDP,IR_Diff
69.07,113.9526,100.0668,0.1,15.306,2.5835706190072916,3.900156006240252,26.827634103667975,87.60845092171151,-394.2
56.36,108.7817,101.0893,0.13,18.318,-8.473359836772476,25.655470513356615,-4.71695386315999,77.30671248645152,-139.17000000000002
69.26,115.8066,102.1494,1.55,17.594,26.834060561455164,27.977800763844684,-1.9160845912852498,84.93281732905741,-217.45
76.6,111.5828,102.381,1.7,17.829,13.107718257548285,-3.8014625121344237,-5.766604651084228,81.05742208682892,-156.3
65.86,114.5676,102.8251,2.4,16.945,5.911848286904453,1.8034797135189962,24.01063805605437,83.3105017783901,-168.29999999999998
39.04,112.1918,98.9471,0.24,17.503,-1.5452038830180315,-3.6436029963704875,19.881861788122702,77.53642102783887,-117.16000000000001
85.63,119.3981,102.8143,4.65,15.439,9.759362098588277,-2.2530458402851505,1.9618140952068597,86.14798968662176,-250.25
71.58,93.7321,89.5046,0.13,10.315,-19.061521536769067,-21.616488851945203,1.8489522495259703,67.95168468480907,-171.37
62.46,113.5476,103.3598,2.4,16.91,1.760844861394406,21.114856216400725,2.2936606319188257,83.56053785026192,-166.4
113.03,90.8097,98.1736,0.14,15.813,-20.737014653357488,-25.278570899605857,-21.864368278945378,71.85886075129812,-213.06
114.18,88.6549,93.9684,0.14,13.259,-20.979162469984438,-22.876994517740357,-23.445661512954796,68.63819122512845,-240.36
120.62,91.0558,96.5609,0.13,14.594,-23.737647416499918,-1.7341389793304018,-26.255022316457154,68.38811749640527,-228.87
57.37,116.4432,102.7814,2.13,17.859,24.229799609738812,15.520422862176941,-0.33312676962897747,84.73137371307159,-182.57
23.55,122.4384,101.3372,1.55,16.841,7.830020185367204,11.08667486853423,10.04719580010407,83.83935868616409,-236.64999999999998
66.91,114.2692,102.8251,2.4,16.945,25.83369397762574,3.504522636734353,-7.975066842766488,83.3105017783901,-168.29999999999998
110.14,94.1934,99.9899,0.07,15.614,6.247257624790059,-23.60198875848589,2.648338331705946,73.09228689945938,-167.23000000000002
88.45,124.285,103.3081,5.33,16.27,36.493227229896384,11.885109022377005,1.3209179168905072,84.59373291505037,-207.76999999999998
67.52,114.5834,102.4176,2.39,18.027,-1.5971735575800117,-3.5919311751961502,3.1088306700525203,83.76463007646028,-169.31
78.89,120.2386,102.6309,5.33,16.574,-1.7966585646333133,31.688089230014384,7.564010008650679,84.19534433280862,-201.36999999999998
109.81,93.507,99.4897,0.08,15.827,-18.16955050004725,-5.215110114564547,-4.803160909301008,72.62112774998288,-170.11999999999998
52.6,114.2575,99.0492,0.79,17.061,21.300961638501214,5.625176800779497,-3.9201374377414,77.46313532219179,-148.91
74.7,116.0343,102.4176,2.39,18.027,-6.638532405358644,1.826812200862471,-0.8928113864413612,83.76463007646028,-169.31
83.01,121.4226,102.7267,5.33,16.098,5.968752890907414,11.620428803741811,7.401638321980419,90.88188546040237,-197.76999999999998
70.74,114.6745,102.2748,2.42,16.868,-4.6275488902898125,-0.9775781345795598,25.116606894836124,83.7853059753245,-172.98000000000002
76.6,111.5828,102.381,1.7,17.829,19.330959179526673,0.0,-5.566350710900469,81.05742208682892,-156.3
45.96,112.0009,98.6552,0.4,17.956,-1.9750125812309838,-2.2403367095059967,19.873213689410996,78.33548528875178,-149.5
75.17,95.6194,91.9033,0.18,11.598,-17.593849404874252,-14.771489538451121,6.323165741531445,68.96989857227703,-180.01999999999998
52.02,100.5719,85.7903,0.15,9.379,-17.172009164685985,-15.767587591427334,-17.233152528591756,67.60990837247131,-112.44999999999999
78.63,115.3819,101.1948,0.08,13.244,0.616876463381133,23.097530088411556,22.691882350439172,87.79879134497592,-307.02000000000004
18.69,123.4698,84.6812,0.05,8.834,10.653075563617342,8.738361709098207,5.642609625668449,77.74744852143087,-236.64999999999998
71.49,93.9976,89.5046,0.13,10.315,-16.074245831953128,3.510528060328366,1.8447369846687378,67.95168468480907,-171.37
100.43,93.6076,99.0383,0.11,15.884,-2.103966349924802,5.586493245156232,-18.616877454445223,72.13968080105911,-190.48999999999998
103.16,92.2317,98.9445,0.15,15.811,-8.292773627623617,1.2914059291115887,-1.75072862694301,72.16955784587377,-207.75
82.9,98.9305,102.9611,0.09,16.756,-14.258215543339126,-15.039693172293456,2.972371527185058,75.44151539401086,-161.91
36.28,114.1595,99.4391,0.34,18.054,-7.540548377012035,-6.761685876326384,6.655337134550177,77.95403783683706,-116.06
64.73,111.9316,95.5072,0.08,16.076,19.079210533034875,-2.04569560301463,-6.619313749782041,85.74219505810314,-387.82
110.05,91.0419,97.9084,0.16,15.456,-2.740909926117119,-3.345775818687935,-21.24382675733587,71.00752435686209,-215.94
112.08,90.5907,95.0244,0.08,13.356,-1.7792147385335078,-27.110512129380048,-21.29384995121629,69.05510664307118,-265.02000000000004
48.49,111.1217,98.4775,0.37,17.669,12.322994425379452,-3.0211182422584693,19.07610273907281,78.2942608957622,-125.03
61.54,96.6321,85.6853,0.16,11.566,-15.353430945300218,-19.63304629295418,-15.084983470798408,67.28985777223066,-126.84
81.87,113.6738,104.0585,1.91,17.564,1.5564862826940695,21.567155400130456,-4.891876379469318,80.77688416652428,-149.49
56.51,97.9412,84.9436,0.18,10.176,7.578159067418411,-14.28028794608669,5.731953242737897,67.51056698369183,-115.32
77.24,115.2969,101.1948,0.08,13.244,27.272335902029667,-0.6355017438809063,5.125867220545044,87.79879134497592,-307.02000000000004
83.98,91.1102,92.6686,0.19,12.3,-18.008633777201034,-24.96438060130486,5.242840014138639,69.7184480167585,-200.91
38.38,112.7759,98.1635,0.36,17.291,16.706456757123146,-1.6556427104543747,24.62857610156306,77.81389868951612,-121.14
106.67,120.4949,102.9024,0.33,14.486,6.000591165246516,7.986983656979385,3.8818989552745764,88.46072571373163,-368.57
55.79,105.2897,102.7923,0.11,16.91,7.502971170457373,-5.992094706381823,-6.440757788480333,76.9489237349146,-155.48999999999998
45.07,116.8062,98.3443,0.41,17.792,1.3090551437202613,22.157428304298076,0.31949375698892,78.06036954707345,-140.09
74.11,113.0705,103.2256,1.82,17.743,24.10300932277614,12.427526973240033,-7.433225651697661,80.98444334669227,-159.88
108.82,93.2253,98.8987,0.09,16.021,-17.335796034436424,-19.202838573467762,-22.040300581863058,72.7944954916273,-171.01
75.23,112.0719,103.2256,1.82,17.743,-6.990337350377485,-9.231326202844748,19.54080979605768,80.98444334669227,-159.88
74.51,119.7118,102.3809,5.08,16.607,13.697541164995242,27.356230371839274,-1.4969020249977483,85.5078370937129,-240.82
113.21,86.4253,94.4958,0.07,12.72,-26.009663870582223,-7.672774432845209,-24.816576571560812,69.42336786530313,-246.43
75.56,92.4501,87.5809,0.12,10.576,-18.23676378896352,0.23679494143553637,-0.22943428153938683,67.67039245481712,-142.88
57.83,116.42,101.3372,1.55,16.841,24.88026319035712,17.67857233108092,15.497406715159311,83.83935868616409,-236.64999999999998
79.91,114.1743,103.9297,2.19,17.991,1.8759385715777066,0.012964317468111553,3.588770699735444,82.75389283623186,-153.21
108.56,92.613,99.4897,0.08,15.827,-22.636699139099072,-17.259290495266754,-16.11156501528077,72.62112774998288,-170.11999999999998
84.49,120.7308,103.0951,5.33,15.84,39.6938165097489,32.61014983211028,-2.0781390671003264,84.89791859223284,-210.67
69.91,107.0801,101.4852,1.41,17.176,15.824753028931271,18.20208917692434,-3.6032613539282,81.68703161227843,-163.69
106.13,115.4835,102.9024,0.33,14.486,-0.8044150489606605,3.9252459240634474,-2.8346059191014072,88.46072571373163,-368.57
70.6,110.5924,99.6483,0.08,15.996,-3.1372208982231586,14.446855651486423,21.123348403602836,86.05637247657613,-436.82
107.65,93.323,102.7954,0.09,17.277,0.7666310345199934,-17.902806099558568,-5.4016247042628756,74.96580181727846,-183.21
82.99,90.2203,92.6033,0.19,12.414,-25.271513151573586,-7.883199307339506,-16.595977169819353,69.89510352226813,-187.41
39.75,116.7339,96.5256,0.09,16.663,9.015494008690684,1.2463474733492408,2.4407516809620944,84.62857494169045,-318.81
61.37,114.4975,102.8251,2.4,16.945,-0.8538016253404224,25.669244497323017,5.254376425446572,83.3105017783901,-168.29999999999998
77.6,110.8807,102.381,1.7,17.829,0.2606869911494947,-1.680500887157621,-4.253557223854254,81.05742208682892,-156.3
65.44,114.8046,102.4176,2.39,18.027,23.01854848215339,-4.722440534827621,2.887362568424523,83.76463007646028,-169.31
82.77,92.4772,90.4607,0.2,11.454,2.501543444213783,-12.168806635406881,-19.281542076468394,68.90518070127827,-178.10000000000002
107.64,91.02,97.5311,0.16,14.83,-22.027791412777276,-22.076054182055415,-18.871076139254384,70.88827826177052,-220.44
62.83,113.0489,98.3317,0.07,18.502,-1.2651804624555063,-0.019103125925856723,-5.3176725592785745,87.31841560700576,-466.43
74.24,119.4641,102.3809,5.08,16.607,7.741112745500334,28.145578507121982,27.452708303772134,85.5078370937129,-240.82
46.48,112.5207,98.6552,0.4,17.956,-1.9893802164721475,0.40045720648975713,-0.9043784280777345,78.33548528875178,-149.5
109.9,93.5638,100.1582,0.08,16.079,1.1749923224319225,-21.842458304026835,3.03282578843449,73.43878257155062,-177.22
99.89,92.6508,97.4768,0.16,14.467,1.791694133157562,7.2033305062291,4.5072522782158675,68.47280810768234,-194.74
